ObjectId,Country,Indicator,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Total
487,Lao People's Dem. Rep.,Flood,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,14.0
494,Lebanon,Flood,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
499,"Lesotho, Kingdom of",Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
504,Liberia,Flood,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
507,Libya,Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
511,Lithuania,Flood,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
515,Luxembourg,Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
519,"Madagascar, Rep. of",Flood,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0
523,Malawi,Flood,2.0,2.0,2.0,0.0,1.0,2.0,4.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,30.0
528,Malaysia,Flood,4.0,0.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,5.0,8.0,52.0
533,Maldives,Flood,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
537,Mali,Flood,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,20.0
540,"Marshall Islands, Rep. of the",Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
544,"Mauritania, Islamic Rep. of",Flood,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,14.0
548,Mauritius,Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
553,Mexico,Flood,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,3.0,2.0,3.0,42.0
559,"Micronesia, Federated States of",Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
